ASSESSMENT_DESCRIPTION,TRUNC(EXECUTION_DATE),TEST_DESCRIPTION,SCORE_DESCRIPTION,RESULT_DETAILS
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_310_12_No Authorization to CREATE ANY LIBRARY Privilege,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_320_12_No Authorization to GRANT ANY OBJECT PRIVILEGE,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_330_12_No Authorization to GRANT ANY ROLE,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_340_12_No Authorization to GRANT ANY PRIVILEGE,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_350_No Authorizations to the SCHEDULER$_CREDENTIAL Table,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_360_Check sys.user$mig Table Removed,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_370_12_Limit Roles Granted With ADMIN Option,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_380_12_Limit to Grant System Privileges With ADMIN Option,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_390_Limit External User Login Capability,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_400_Check Oracle Sample Users Removed,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_410_12_WITH GRANT OPTION privileges,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_420_Oracle System privileges for Developers and Analysts,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_430_system privileges granted to PUBLIC ROLE,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_440_12_object privileges granted to PUBLIC role,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_450_Oracle audit table ownership,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_460_Minimum SYSDBA privilege assignment,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_470_AUDIT_SYS_OPERATIONS parameter,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_480_12_No Quota on SYSTEM and SYSAUX Tablespaces,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_490_PUBLIC DB Links,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_505_Personal user DB links,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_500_DB Links to test environments,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_510_DBA role,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_520_Oracle  Object privileges for Developers and Analysts,Pass,
--AA_ORACLE_MXDBPRD,17/12/2026,AA_Oracle_530_Role grants for Developers and Analysts,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_001_Version,Fail,12.1.0.2.0
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_140_12_No authorization to ALTER USER,Fail,"Grantee : HUNTER2, Privilege : ALTER USER"
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_150_12_No Authorization To ANY Keyword Privileges,Fail,"Grantee : DG_IKC, Privilege : SELECT ANY TABLE
Grantee : HUNTER2, Privilege : SELECT ANY DICTIONARY
Grantee : HUNTER2, Privilege : ENQUEUE ANY QUEUE
Grantee : HUNTER2, Privilege : FLASHBACK ANY TABLE
Grantee : HUNTER2, Privilege : CREATE ANY DIRECTORY"
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_160_12_No Access To Users Catalog Tables,Fail,"Grantee : HUNTER2 , GRANTED_ROLE : SELECT_CATALOG_ROLE"
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_180_12_No Access To Some SYS Tables,Fail,"Grantee : HUNTER2 , TABLE_NAME USER$"
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_190_12_No Access To Some SYS VIEWS,Fail,"Grantee : HUNTER2 , VIEW_NAME : DBA_USERS
Grantee : BI_HUNTER , VIEW_NAME : DBA_USERS"
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_200_12_SEC_CASE_SENSITIVE_LOGON_True,Fail,FALSE
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_370_12_Limit Roles Granted With ADMIN Option,Fail,"Grantee : SUPER , GRANTED_ROLE : H2_USER
Grantee : SUPER , GRANTED_ROLE : CUS_DATA_DBA
Grantee : YALCINSA , GRANTED_ROLE : H2_USER
Grantee : YALCINSA , GRANTED_ROLE : CUS_DATA_DBA
Grantee : TUGRULSA , GRANTED_ROLE : CUS_DATA_DBA
Grantee : TUGRULSA , GRANTED_ROLE : H2_USER
Grantee : OERDEM , GRANTED_ROLE : H2_USER
Grantee : OERDEM , GRANTED_ROLE : CUS_DATA_DBA
Grantee : EVCENGINE , GRANTED_ROLE : CUS_DATA_DBA
Grantee : SA2 , GRANTED_ROLE : CUS_DATA_DBA
Grantee : SA2 , GRANTED_ROLE : H2_USER
Grantee : MATCHENG , GRANTED_ROLE : CUS_DATA_DBA
Grantee : IALTUNTAS , GRANTED_ROLE : CUS_DATA_DBA
Grantee : IALTUNTAS , GRANTED_ROLE : H2_USER
Grantee : EDA , GRANTED_ROLE : CUS_DATA_DBA
Grantee : EDA , GRANTED_ROLE : H2_USER
Grantee : CA , GRANTED_ROLE : CUS_DATA_DBA
Grantee : CA , GRANTED_ROLE : H2_USER
Grantee : LOADDATA , GRANTED_ROLE : CUS_DATA_DBA
Grantee : OGUZHANC , GRANTED_ROLE : H2_USER
Grantee : OGUZHANC , GRANTED_ROLE : CUS_DATA_DBA
Grantee : HSU_DASHBOARD , GRANTED_ROLE : CONNECT
Grantee : PERIZATADMIN , GRANTED_ROLE : H2_USER
Grantee : PERIZATADMIN , GRANTED_ROLE : CUS_DATA_DBA
Grantee : HALILADMIN , GRANTED_ROLE : CUS_DATA_DBA
Grantee : HALILADMIN , GRANTED_ROLE : H2_USER
Grantee : APEX_030200 , GRANTED_ROLE : CONNECT
Grantee : APEX_030200 , GRANTED_ROLE : RESOURCE
Grantee : DATACNTR , GRANTED_ROLE : CUS_DATA_DBA
Grantee : DATACNTR , GRANTED_ROLE : H2_USER
Grantee : FURKANAL , GRANTED_ROLE : CUS_DATA_DBA
Grantee : FURKANAL , GRANTED_ROLE : H2_USER
Grantee : HUNTER2 , GRANTED_ROLE : H2_TSLCONFIG
Grantee : HUNTER2 , GRANTED_ROLE : H2_CORP_MATCH_TOOL
Grantee : HUNTER2 , GRANTED_ROLE : H2_USER
Grantee : HUNTER2 , GRANTED_ROLE : H2_GEOCODE
Grantee : HUNTER2 , GRANTED_ROLE : H2_EXPIRE
Grantee : HUNTER2 , GRANTED_ROLE : CUS_DATA_DBA
Grantee : HUNTER2 , GRANTED_ROLE : CONNECT
Grantee : HUNTER2 , GRANTED_ROLE : H2_LICENCE_MANAGER_ROLE
Grantee : EDA_CA , GRANTED_ROLE : H2_USER
Grantee : EDA_CA , GRANTED_ROLE : CUS_DATA_DBA
Grantee : PERIZATSA , GRANTED_ROLE : H2_USER
Grantee"
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_380_12_Limit to Grant System Privileges With ADMIN Option,Fail,"Grantee : HUNTER2 , PRIVILEGE : CREATE SESSION
Grantee : HUNTER2 , PRIVILEGE : CREATE USER
Grantee : HUNTER2 , PRIVILEGE : ALTER USER
Grantee : HUNTER2 , PRIVILEGE : DROP USER"
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_410_12_WITH GRANT OPTION privileges,Fail,"Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : SUPER , PRIVILEGE : EXECUTE
Grantee : EVCENGINE , PRIVILEGE : EXECUTE
Grantee : DATACNTR , PRIVILEGE : EXECUTE
Grantee : DATACNT"
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_440_12_object privileges granted to PUBLIC role,Fail,"OWNER :HUNTER2 TABLE NAME : RV_RULES_ACTIVE
OWNER :HUNTER2 TABLE NAME : RV_SUB_RULE_MEMBERS
OWNER :HUNTER2 TABLE NAME : HNV_TR_SUPPLEMENTARY
OWNER :HUNTER2 TABLE NAME : HNV_TR_SESSION
OWNER :HUNTER2 TABLE NAME : HNV_TR_OBJECT
OWNER :HUNTER2 TABLE NAME : HNV_TR_TELEPHONE
OWNER :HUNTER2 TABLE NAME : HNV_TR_BANK
OWNER :HUNTER2 TABLE NAME : HNV_TR_EMAIL
OWNER :HUNTER2 TABLE NAME : HNV_TR_VEHICLE
OWNER :HUNTER2 TABLE NAME : HNV_TR_DOCUMENT
OWNER :HUNTER2 TABLE NAME : HNV_TR_ORGANISATION
OWNER :HUNTER2 TABLE NAME : HNV_TR_ADDRESS
OWNER :HUNTER2 TABLE NAME : HNV_TR_PERSON
OWNER :HUNTER2 TABLE NAME : RV_HEADERS
OWNER :HUNTER2 TABLE NAME : RV_CUSTOMER_PARAMETERS
OWNER :HUNTER2 TABLE NAME : RV_MATCH_SCHEMES
OWNER :HUNTER2 TABLE NAME : RV_MATCH_SCHEME_PRODUCT
OWNER :HUNTER2 TABLE NAME : RV_RULE_GROUPS
OWNER :HUNTER2 TABLE NAME : RV_WORKLIST_SCHEME
OWNER :HUNTER2 TABLE NAME : MV_RULE
OWNER :HUNTER2 TABLE NAME : MV_MATCH
OWNER :HUNTER2 TABLE NAME : RV_MCL002
OWNER :HUNTER2 TABLE NAME : NV_USER_ENTITLEMENT
OWNER :HUNTER2 TABLE NAME : MV_SUB_RULE
OWNER :HUNTER2 TABLE NAME : MV_PRODUCT_GROUP
OWNER :HUNTER2 TABLE NAME : MV_ENTITY
OWNER :HUNTER2 TABLE NAME : MV_RULE_VERSION
OWNER :HUNTER2 TABLE NAME : NV_CURRENT_LOGIN
OWNER :HUNTER2 TABLE NAME : NV_HIGH_RISK_POSTCODE
OWNER :HUNTER2 TABLE NAME : MV_RULE_MEMBER
OWNER :HUNTER2 TABLE NAME : RV_MCL006
OWNER :HUNTER2 TABLE NAME : RV_MCL005B
OWNER :HUNTER2 TABLE NAME : MV_PRODUCT
OWNER :HUNTER2 TABLE NAME : MV_MATCH_SCHEME_MATCH
OWNER :HUNTER2 TABLE NAME : MV_MATCH_SCHEME
OWNER :HUNTER2 TABLE NAME : MV_MATCH_ENTITY
OWNER :HUNTER2 TABLE NAME : MV_CUSTOMER
OWNER :HUNTER2 TABLE NAME : MV_APPLICATION
OWNER :HUNTER2 TABLE NAME : HNV_SUBMISSION
OWNER :HUNTER2 TABLE NAME : HNV_REFERENCE_CODE
OWNER :HUNTER2 TABLE NAME : HNF_WORKED_SUB3
OWNER :HUNTER2 TABLE NAME : HNK_WEBSERVICES
OWNER :HUNTER2 TABLE NAME : MT_SUBMISSION_POSTCODE
OWNER :HUNTER2 TABLE NAME : HN_REFERENCE_CODE
OWNER :HUNTER2 TABLE NAME : HN_REFERENCE_CODE
OWNER :HUNTER2 TABLE NAME : H"
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_515_Default_1521_port,Fail,1521 Port is used
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_010_SQL92_SECURITY_True,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_020_UTL_FILE_DIR,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_040_O7_DICTIONARY_ACCESSIBILITY_False,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_050_OS_ROLES_False,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_060_REMOTE_OS_AUTHENT_False,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_070_REMOTE_OS_ROLES_False,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_080_RESOURCE_LIMIT_True,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_090__TRACE_FILES_PUBLIC_False,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_110_PASSWORD_VERIFY_FUNCTION,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_120_Only DBA Access To LINK$,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_130_12_No authorization to BECOME USER,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_170_12_No Access To EXPORT IMPORT Roles,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_210_SEC_MAX_FAILED_LOGIN_ATTEMPTS _Set_3,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_220_SEC_PROTOCOL_ERROR_FURTHER_ACTION _Set_Drop_3,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_230_SEC_PROTOCOL_ERROR_TRACE_ACTION _Set_LOG,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_240_12_Oracle default tablespace assignment,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_250_Default SID name,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_260_SEC_RETURN_SERVER_RELEASE_BANNER  Set FALSE,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_270_Default Accounts Password Changed,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_280_12_No Authorization To AUDIT SYSTEM Privilege,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_290_12_No Authorization To EXEMPT ACCESS POLICY Privilege,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_300_12_No Authorization to ALTER SYSTEM Privilege,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_310_12_No Authorization to CREATE ANY LIBRARY Privilege,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_320_12_No Authorization to GRANT ANY OBJECT PRIVILEGE,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_330_12_No Authorization to GRANT ANY ROLE,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_340_12_No Authorization to GRANT ANY PRIVILEGE,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_350_No Authorizations to the SCHEDULER$_CREDENTIAL Table,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_360_Check sys.user$mig Table Removed,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_390_Limit External User Login Capability,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_400_Check Oracle Sample Users Removed,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_420_Oracle System privileges for Developers and Analysts,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_430_system privileges granted to PUBLIC ROLE,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_450_Oracle audit table ownership,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_460_Minimum SYSDBA privilege assignment,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_470_AUDIT_SYS_OPERATIONS parameter,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_480_12_No Quota on SYSTEM and SYSAUX Tablespaces,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_490_PUBLIC DB Links,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_505_Personal user DB links,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_500_DB Links to test environments,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_510_DBA role,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_520_Oracle  Object privileges for Developers and Analysts,Pass,
--AA_ORACLE_HDBPRD,17/12/2026,AA_Oracle_530_Role grants for Developers and Analysts,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_001_Version,Fail,12.1.0.2.0
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_150_12_No Authorization To ANY Keyword Privileges,Fail,"Grantee : OASREPO_MDS, Privilege : ALTER ANY TABLE
Grantee : OASREPO_MDS, Privilege : SELECT ANY TABLE
Grantee : OASREPO_MDS, Privilege : ANALYZE ANY
Grantee : OASREPO_MDS, Privilege : ALTER ANY INDEX
Grantee : OASREPO_MDS, Privilege : CREATE ANY INDEX
Grantee : OASREPO_MDS, Privilege : UPDATE ANY TABLE
Grantee : OASREPO_MDS, Privilege : CREATE ANY TABLE
Grantee : OASREPO_MDS, Privilege : DROP ANY TABLE
Grantee : OASREPO_MDS, Privilege : DELETE ANY TABLE
Grantee : OASREPO_MDS, Privilege : INSERT ANY TABLE
Grantee : OASREPO_MDS, Privilege : COMMENT ANY TABLE
Grantee : OASREPO_MDS, Privilege : DROP ANY INDEX
Grantee : QLIKSENSE, Privilege : SELECT ANY TABLE
Grantee : MCPORACLE, Privilege : SELECT ANY DICTIONARY
Grantee : OASREPO_WLS, Privilege : ALTER ANY INDEX
Grantee : OASREPO_WLS, Privilege : DROP ANY TABLE
Grantee : OASREPO_WLS, Privilege : DROP ANY INDEX
Grantee : OASREPO_WLS, Privilege : DELETE ANY TABLE
Grantee : OASREPO_WLS, Privilege : UPDATE ANY TABLE
Grantee : OASREPO_WLS, Privilege : SELECT ANY TABLE
Grantee : OASREPO_WLS, Privilege : ALTER ANY TABLE
Grantee : OASREPO_WLS, Privilege : ANALYZE ANY
Grantee : OASREPO_WLS, Privilege : CREATE ANY INDEX
Grantee : OASREPO_WLS, Privilege : COMMENT ANY TABLE
Grantee : OASREPO_WLS, Privilege : CREATE ANY TABLE
Grantee : OASREPO_WLS, Privilege : INSERT ANY TABLE
Grantee : BI_ROLE, Privilege : SELECT ANY TABLE
Grantee : OASREPO_UMS, Privilege : DROP ANY INDEX
Grantee : OASREPO_UMS, Privilege : ALTER ANY INDEX
Grantee : OASREPO_UMS, Privilege : DELETE ANY TABLE
Grantee : OASREPO_UMS, Privilege : CREATE ANY TABLE
Grantee : OASREPO_UMS, Privilege : DROP ANY TABLE
Grantee : OASREPO_UMS, Privilege : INSERT ANY TABLE
Grantee : OASREPO_UMS, Privilege : ANALYZE ANY
Grantee : OASREPO_UMS, Privilege : CREATE ANY INDEX
Grantee : OASREPO_UMS, Privilege : COMMENT ANY TABLE
Grantee : OASREPO_UMS, Privilege : UPDATE ANY TABLE
Grantee : OASREPO_UMS, Privilege : ALTER ANY TABLE
Grantee : OASREPO_UMS, Privilege : SELECT ANY TABLE
Grant"
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_160_12_No Access To Users Catalog Tables,Fail,"Grantee : OASPRD3_IAU , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : OASPRD_IAU , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : DEV2_IAU , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : OASPROD_IAU , GRANTED_ROLE : SELECT_CATALOG_ROLE
Grantee : OASREPO_IAU , GRANTED_ROLE : SELECT_CATALOG_ROLE"
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_370_12_Limit Roles Granted With ADMIN Option,Fail,"Grantee : OBA12656 , GRANTED_ROLE : ROBOTIK_OTOMASYON_ROLE"
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_410_12_WITH GRANT OPTION privileges,Fail,"Grantee : OBA12854 , PRIVILEGE : EXECUTE
Grantee : IKORUCU , PRIVILEGE : EXECUTE"
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_515_Default_1521_port,Fail,1521 Port is used
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_010_SQL92_SECURITY_True,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_020_UTL_FILE_DIR,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_040_O7_DICTIONARY_ACCESSIBILITY_False,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_050_OS_ROLES_False,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_060_REMOTE_OS_AUTHENT_False,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_070_REMOTE_OS_ROLES_False,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_080_RESOURCE_LIMIT_True,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_090__TRACE_FILES_PUBLIC_False,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_110_PASSWORD_VERIFY_FUNCTION,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_120_Only DBA Access To LINK$,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_130_12_No authorization to BECOME USER,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_140_12_No authorization to ALTER USER,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_170_12_No Access To EXPORT IMPORT Roles,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_180_12_No Access To Some SYS Tables,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_190_12_No Access To Some SYS VIEWS,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_200_12_SEC_CASE_SENSITIVE_LOGON_True,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_210_SEC_MAX_FAILED_LOGIN_ATTEMPTS _Set_3,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_220_SEC_PROTOCOL_ERROR_FURTHER_ACTION _Set_Drop_3,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_230_SEC_PROTOCOL_ERROR_TRACE_ACTION _Set_LOG,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_240_12_Oracle default tablespace assignment,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_250_Default SID name,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_260_SEC_RETURN_SERVER_RELEASE_BANNER  Set FALSE,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_270_Default Accounts Password Changed,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_280_12_No Authorization To AUDIT SYSTEM Privilege,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_290_12_No Authorization To EXEMPT ACCESS POLICY Privilege,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_300_12_No Authorization to ALTER SYSTEM Privilege,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_310_12_No Authorization to CREATE ANY LIBRARY Privilege,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_320_12_No Authorization to GRANT ANY OBJECT PRIVILEGE,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_330_12_No Authorization to GRANT ANY ROLE,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_340_12_No Authorization to GRANT ANY PRIVILEGE,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_350_No Authorizations to the SCHEDULER$_CREDENTIAL Table,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_360_Check sys.user$mig Table Removed,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_380_12_Limit to Grant System Privileges With ADMIN Option,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_390_Limit External User Login Capability,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_400_Check Oracle Sample Users Removed,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_420_Oracle System privileges for Developers and Analysts,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_430_system privileges granted to PUBLIC ROLE,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_440_12_object privileges granted to PUBLIC role,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_450_Oracle audit table ownership,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_460_Minimum SYSDBA privilege assignment,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_470_AUDIT_SYS_OPERATIONS parameter,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_480_12_No Quota on SYSTEM and SYSAUX Tablespaces,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_490_PUBLIC DB Links,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_505_Personal user DB links,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_500_DB Links to test environments,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_510_DBA role,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_520_Oracle  Object privileges for Developers and Analysts,Pass,
--AA_ORACLE_DWHPRD,17/12/2026,AA_Oracle_530_Role grants for Developers and Analysts,Pass,
